0,1,2,3,label
0.32944405,2.031451,0.0,0.0,0.0
0.4314682,2.4442377,0.0,0.0,1.0
1.1057062,1.331988,1.131395,0.0,0.0
1.0621974,0.22060357,0.0,0.0,0.0
0.78221047,0.18853153,0.0,0.0,0.0
0.31690657,2.4588056,0.0,0.0,0.0
0.32889318,2.047029,0.0,0.0,0.0
1.2875535,0.7245388,0.0,0.0,1.0
0.03615856,1.5105999,0.0,0.0,0.0
0.53087616,2.5932956,1.4533036,0.0,1.0
0.6959708,1.286419,1.4390341,0.0,0.0
0.8233948,1.4962126,1.4217434,0.0,0.0
0.40460914,2.3330474,1.2263062,0.0,0.0
0.90720075,1.3356916,1.4524531,0.0,0.0
0.8582454,0.3708902,0.0,0.0,1.0
0.36687994,2.4729764,1.2602196,0.0,0.0
0.1038404,2.3074548,0.0,0.0,0.0
0.8847103,0.25180537,0.0,0.0,1.0
0.7040189,1.0174278,1.1997437,0.0,0.0
0.18740566,2.8057964,1.0589516,0.0,0.0
1.2313374,0.35964823,0.0,0.0,0.0
1.0546956,1.5070524,1.3576589,0.0,0.0
0.43721795,2.8549755,1.183192,0.0,0.0
0.0,1.6657833,0.0,0.0,0.0
0.17739134,1.5393965,0.0,0.0,1.0
1.0815313,1.2669588,1.1080499,0.0,0.0
0.8171362,1.3649861,1.3084222,0.0,0.0
0.36397517,1.9265444,0.0,0.0,0.0
1.1973974,0.5721801,0.0,0.0,1.0
1.3857851,1.4375395,1.1022987,0.0,0.0
0.60756344,2.6812925,1.0316215,0.0,0.0
1.351559,1.3080972,1.0489097,0.0,0.0
0.17422976,2.5776,1.4725262,0.0,1.0
0.85732436,1.444543,1.3237724,0.0,0.0
0.93734044,0.41387707,0.0,0.0,0.0
0.38502043,2.024015,0.0,0.0,0.0
0.26987255,2.192215,0.0,0.0,0.0
0.22271828,1.8967096,0.0,0.0,0.0
0.30639368,3.2546616,1.1569352,0.0,0.0
1.1067842,1.4024973,1.2031655,0.0,0.0
0.60453606,2.605413,0.7993155,0.0,0.0
0.7862635,1.1730843,1.2041988,0.0,0.0
0.90309036,0.4041366,0.0,0.0,1.0
1.0445778,0.093199804,0.0,0.0,0.0
1.0473121,0.102911845,0.0,0.0,1.0
0.45665264,2.6629174,0.97984785,0.0,0.0
0.85759354,1.6255807,1.4800982,0.0,1.0
1.113364,0.33006608,0.0,0.0,0.0
1.1404278,1.7124437,1.4153748,0.0,0.0
0.9697113,0.5886075,0.0,0.0,1.0
0.39469516,1.8776461,0.0,0.0,0.0
0.8161218,0.2859084,0.0,0.0,0.0
0.55909646,2.5947268,0.78141564,0.0,0.0
0.7794993,0.11485349,0.0,0.0,0.0
0.36221325,2.269701,0.9180245,0.0,0.0
0.24014904,2.324236,0.0,0.0,0.0
0.0877278,1.8135298,0.0,0.0,0.0
0.0,2.465371,0.0,0.0,0.0
1.2610924,0.0,0.0,0.0,0.0
1.0805925,1.301324,1.1767576,0.0,0.0
1.0669477,1.288967,1.2063711,0.0,0.0
1.0461382,1.1645222,1.088708,0.0,0.0
0.45705038,2.6040292,0.0,0.0,0.0
1.206982,0.22514693,0.0,0.0,0.0
0.48031592,2.3456154,1.1299708,0.0,0.0
0.1738635,2.460821,0.0,0.0,0.0
0.88392425,0.36009568,0.0,0.0,0.0
0.534509,2.813607,1.1385334,0.0,1.0
1.4643991,0.25330067,0.0,0.0,0.0
0.43617582,2.8589044,1.1759727,0.0,0.0
1.2619736,0.6651098,0.0,0.0,0.0
0.4080088,2.0762963,0.0,0.0,0.0
1.1164893,1.34542,1.1381302,0.0,0.0
1.3657854,0.21482256,0.0,0.0,0.0
0.45633602,1.9325643,0.0,0.0,1.0
0.32367623,1.604668,0.0,0.0,0.0
0.67293894,2.439644,1.2895156,0.0,1.0
0.16004074,1.9680609,0.0,0.0,1.0
1.1000668,1.3454759,1.1491892,0.0,1.0
0.31877995,2.706763,1.0803409,0.0,0.0
0.7258489,3.1511648,1.1796113,0.0,0.0
0.5742723,2.235734,0.911871,0.0,1.0
1.4529513,0.24229853,0.0,0.0,1.0
1.2879548,0.035225525,0.0,0.0,0.0
1.3583298,1.4518889,1.1518753,0.0,1.0
0.20628043,2.359117,0.0,0.0,0.0
0.18684332,2.3296232,0.0,0.0,0.0
0.57684493,3.161267,1.0358046,0.0,0.0
1.2625858,1.3138527,1.1690899,0.0,0.0
0.28775942,1.985078,0.0,0.0,0.0
0.4663586,2.5457625,0.8216652,0.0,0.0
0.22096701,2.884269,1.3428928,0.0,0.0
1.1275882,0.37998354,0.0,0.0,1.0
0.7878633,1.172267,1.2108185,0.0,0.0
0.3172552,2.463942,0.0,0.0,0.0
1.1218808,0.32434207,0.0,0.0,1.0
0.78871226,1.138957,1.150373,0.0,0.0
0.33039182,2.4165752,0.0,0.0,0.0
1.429186,1.2288579,0.8543732,0.0,0.0
1.0940784,1.32806,1.1885681,0.0,1.0
0.39483112,2.8653681,1.1629684,0.0,0.0
0.16700526,1.603599,0.0,0.0,0.0
0.38174742,2.5649347,0.0,0.0,0.0
0.42356777,2.8574805,1.20615,0.0,0.0
0.2853337,2.4184787,1.1264068,0.0,0.0
0.78131425,0.20220135,0.0,0.0,0.0
0.8679428,0.37422746,0.0,0.0,1.0
0.3897519,2.083349,0.0,0.0,0.0
1.4030963,0.0,0.0,0.0,0.0
0.12687121,1.5928433,0.0,0.0,0.0
1.1576021,1.4172012,1.1461756,0.0,1.0
0.20205945,2.4168184,0.0,0.0,1.0
0.34536391,2.1977072,0.0,0.0,0.0
0.33092844,1.7242572,0.0,0.0,0.0
0.36681867,1.9525142,0.0,0.0,0.0
1.0291129,0.053775758,0.0,0.0,0.0
0.95563304,0.018341362,0.0,0.0,0.0
0.69877887,3.0515032,0.9189982,0.0,0.0
0.9010629,0.33020747,0.0,0.0,0.0
0.7075189,1.3864709,1.4956497,0.0,0.0
0.40660554,2.7481272,1.155269,0.0,0.0
0.29642445,2.028278,0.0,0.0,0.0
0.0,2.7548828,0.0,0.0,0.0
1.081621,0.31521165,0.0,0.0,1.0
0.6990148,1.13053,1.3372313,0.0,0.0
0.48719156,2.1486948,0.0,0.0,1.0
0.28777075,1.6540264,0.0,0.0,0.0
0.86039054,0.383955,0.0,0.0,0.0
1.1336737,0.37968153,0.0,0.0,0.0
0.12333989,1.4773525,0.0,0.0,0.0
0.16443019,1.605946,0.0,0.0,0.0
1.3399929,1.726369,1.4964147,0.0,1.0
0.94318557,1.3793508,1.4102936,0.0,0.0
0.9899953,0.027490392,0.0,0.0,0.0
1.1474729,0.4499244,0.0,0.0,0.0
0.3513537,1.9814919,0.0,0.0,0.0
0.9000026,0.34414482,0.0,0.0,0.0
1.0952423,0.2521538,0.0,0.0,0.0
1.2822254,0.14401124,0.0,0.0,0.0
1.3169591,0.27999493,0.0,0.0,0.0
1.0862776,1.3332092,1.1854212,0.0,0.0
0.4056632,2.7546344,1.2537479,0.0,0.0
1.0166745,0.13419256,0.0,0.0,0.0
1.3742514,1.0182087,0.7621702,0.0,0.0
0.43004477,3.13825,0.934738,0.0,0.0
0.8185353,0.26711476,0.0,0.0,0.0
0.3612278,3.406948,1.3439753,0.0,1.0
1.0730681,0.18992491,0.0,0.0,0.0
1.1636608,1.359793,1.0620165,0.0,0.0
0.8785899,1.3882865,1.2334116,0.0,0.0
0.8608942,0.34875822,0.0,0.0,0.0
1.3322275,0.3081423,0.0,0.0,0.0
1.2532595,0.65718836,0.0,0.0,1.0
0.11476396,1.8642929,0.0,0.0,1.0
1.1601791,0.26715118,0.0,0.0,0.0
0.8214735,2.7891724,1.2196469,0.0,1.0
0.87171584,0.2868051,0.0,0.0,0.0
0.26816416,2.1223097,0.0,0.0,0.0
0.19740726,1.4825302,0.0,0.0,0.0
0.24491574,2.0948784,0.0,0.0,0.0
0.7606508,0.14758985,0.0,0.0,0.0
0.4920627,3.168945,1.1350973,0.0,1.0
1.3735414,0.25125298,0.0,0.0,0.0
0.63970804,2.7796361,1.0899632,0.0,0.0
1.1103302,1.5603594,1.3558661,0.0,1.0
0.21203636,1.9461768,0.0,0.0,1.0
0.6755853,2.4235053,1.250339,0.0,1.0
0.7203755,0.0,0.0,0.0,0.0
1.1819013,0.44265252,0.0,0.0,0.0
0.70862156,0.0,0.0,0.0,0.0
0.67417836,2.7643468,1.1306002,0.0,1.0
0.16441675,1.7260026,0.0,0.0,0.0
0.35410285,2.8163373,1.2024376,0.0,0.0
0.04423356,1.4951104,0.0,0.0,0.0
0.041574165,1.4885017,0.0,0.0,0.0
