0,1,2,3,4,5,6,7,label
0.21668953,0.18849024,0.0,0.19013514,0.35421273,0.44077343,0.4905378,0.3258512,0.0
0.14175995,0.38164312,0.0,0.34293765,0.26793656,0.6151927,0.5553642,0.5357678,1.0
0.32653847,0.60943246,0.0,0.55128765,0.4131525,0.69059587,0.31174165,0.16611421,0.0
0.29285303,0.4297663,0.0,0.12519056,0.27399445,0.39662936,0.3821422,0.33395523,0.0
0.28555194,0.28053257,0.0,0.13606247,0.25606275,0.24217203,0.20891434,0.2633036,0.0
0.24649079,0.30811894,0.0,0.21933971,0.34501097,0.5001716,0.6774273,0.38582683,0.0
0.22973742,0.22731304,0.0,0.23082015,0.38142142,0.46289003,0.4970364,0.38374895,0.0
0.24890551,0.38517585,0.0,0.32795757,0.1636663,0.8421393,0.25345317,0.516839,1.0
0.18660502,0.18578508,0.0,0.1680414,0.42462453,0.0810368,0.3379236,0.29695493,0.0
0.35495868,0.45154536,0.0,0.7793342,0.7453448,1.0396286,0.3073724,0.4393397,1.0
0.45980558,0.66750985,0.0,0.7193109,0.6473953,0.6739246,0.23711428,0.37862334,0.0
0.34558102,0.5781217,0.0,0.528205,0.54536444,0.816328,0.17106184,0.20493108,0.0
0.20378628,0.61954087,0.0,0.832957,0.67624,0.72270495,0.2100416,0.52154267,0.0
0.32209808,0.9330986,0.0,0.8646829,0.5440331,0.82767,0.27084383,0.6188419,0.0
0.2671775,0.23843557,0.0,0.14268404,0.21739893,0.3949684,0.17463914,0.26545173,1.0
0.33822706,0.511285,0.0,0.7427628,0.7584162,0.7275354,0.33423465,0.39750636,0.0
0.15352918,0.40109316,0.0,0.15869927,0.33518457,0.2533883,0.6359762,0.3617659,0.0
0.42555353,0.36624882,0.0,0.35262808,0.39414963,0.40558982,0.27237016,0.50623924,1.0
0.46835646,0.64821386,0.0,0.68175596,0.629507,0.41287714,0.2714556,0.29245844,0.0
0.47377777,0.55931824,0.0,0.6329943,0.8139272,0.43349922,0.663978,0.25686106,0.0
0.50141937,0.43260103,0.0,0.18806778,0.46590385,0.64940876,0.5384722,0.43228245,0.0
0.2975913,0.74464834,0.0,0.54789704,0.51288193,0.922937,0.289394,0.29801458,0.0
0.36771786,0.5128938,0.0,0.66765934,0.69301397,0.73929316,0.5335295,0.2979831,0.0
0.37421557,0.3110788,0.0,0.30117533,0.6575687,0.14176393,0.48024666,0.4948159,0.0
0.17477618,0.17285621,0.0,0.3002636,0.3777959,0.22015166,0.27412254,0.40591243,1.0
0.32162037,0.64543647,0.0,0.58993757,0.41686758,0.6413482,0.30695632,0.20763916,0.0
0.40400204,0.49514598,0.0,0.65867037,0.47766203,0.64192134,0.18380073,0.20747057,0.0
0.070337735,0.25340214,0.0,0.2177626,0.25823772,0.43339765,0.36154008,0.3806784,0.0
0.23022413,0.33819282,0.0,0.054481287,0.19468673,0.6809655,0.31283474,0.2710352,1.0
0.31068304,0.709496,0.0,0.5702039,0.3561052,0.8692453,0.45193264,0.22340924,0.0
0.13202626,0.5773032,0.0,0.6823263,0.51566607,0.72743183,0.33058667,0.3376661,0.0
0.32504812,0.7587446,0.0,0.6121182,0.38305315,0.7711087,0.46914676,0.2679822,0.0
0.3907453,0.7281154,0.0,0.9048971,0.9168572,0.8115843,0.3676741,0.67044055,1.0
0.38034824,0.46827286,0.0,0.5593639,0.4716669,0.71362245,0.18471976,0.13275802,0.0
0.28932533,0.5331707,0.0,0.5422849,0.3318346,0.58505934,0.12225819,0.7697135,0.0
0.18371314,0.17965317,0.0,0.15121515,0.33609802,0.49296838,0.4654169,0.30242085,0.0
0.26808327,0.69801754,0.0,0.65857977,0.6358108,0.65028507,0.47674146,1.0284476,0.0
0.090319306,0.3839629,0.0,0.36039117,0.32395506,0.331194,0.36149892,0.5514482,0.0
0.45203784,0.6483356,0.0,0.6429041,0.7587922,0.66404617,0.7914865,0.31253266,0.0
0.33337766,0.6266953,0.0,0.5326315,0.44340733,0.7751725,0.32282832,0.17953041,0.0
0.23326509,0.34923065,0.0,0.59283197,0.44670463,0.4582466,0.42764038,0.079118125,0.0
0.41368914,0.5644406,0.0,0.56683695,0.5600974,0.51454395,0.23750673,0.17148316,0.0
0.28740028,0.42487615,0.0,0.29059228,0.3353954,0.5345359,0.1717568,0.518302,1.0
0.38172707,0.4851454,0.0,0.24224988,0.35252026,0.32867596,0.44163236,0.44306993,0.0
0.38567087,0.4457546,0.0,0.21277249,0.3342878,0.32133174,0.4491906,0.39456376,1.0
0.21920665,0.5651701,0.0,0.5921518,0.6170834,0.5638387,0.4326275,0.24805614,0.0
0.39962843,0.43512177,0.0,0.61848426,0.46327153,0.8723234,0.16739118,0.18147817,1.0
0.26911232,0.4495684,0.0,0.2544385,0.2226394,0.4915619,0.32798287,0.4476599,0.0
0.3370472,0.55445504,0.0,0.69127893,0.3559545,1.0134104,0.2557798,0.27956602,0.0
0.27010527,0.2522503,0.0,0.31294948,0.18847935,0.60879505,0.11952021,0.42777616,1.0
0.023828687,0.12803155,0.0,0.101267256,0.1558584,0.38634378,0.3369589,0.20522639,0.0
0.25329706,0.28273687,0.0,0.07660342,0.25690737,0.33608258,0.1901742,0.24023044,0.0
0.23257414,0.38076782,0.0,0.5558286,0.48009223,0.41714564,0.44476447,0.068597965,0.0
0.35913596,0.31608397,0.0,0.27975005,0.30067885,0.20561057,0.24182098,0.38291377,0.0
0.31087413,0.39798647,0.0,0.6232304,0.6633173,0.37059078,0.34527108,0.17546079,0.0
0.1466472,0.29179034,0.0,0.21897686,0.22982143,0.33719343,0.5939763,0.34150076,0.0
0.07361104,0.18154386,0.0,0.068557575,0.2265652,0.0792738,0.41965234,0.16631028,0.0
0.38466653,0.41379714,0.0,0.24712402,0.5192106,0.22501591,0.8279275,0.4335618,0.0
0.46652925,0.5859672,0.0,0.22980359,0.38322827,0.29191908,0.6944705,0.44634318,0.0
0.4211449,0.6096202,0.0,0.60576034,0.4757311,0.6926042,0.3860967,0.20567754,0.0
0.47431317,0.6087833,0.0,0.6155505,0.521577,0.7024895,0.4303927,0.21587336,0.0
0.3679346,0.6866536,0.0,0.55691177,0.5004532,0.585438,0.36501026,0.20623648,0.0
0.35897473,0.31098384,0.0,0.3761113,0.41305745,0.71112067,0.7220408,0.5366162,0.0
0.58910465,0.4402722,0.0,0.30780476,0.4977524,0.54524034,0.59497035,0.50249195,0.0
0.23070076,0.48817825,0.0,0.6926872,0.65971404,0.6844246,0.24720591,0.3365295,0.0
0.32061535,0.35125414,0.0,0.31088668,0.4091041,0.37903506,0.72971785,0.4615205,0.0
0.25805047,0.46491814,0.0,0.35227016,0.30953312,0.49077243,0.14164138,0.576276,0.0
0.30868596,0.498823,0.0,0.5925424,0.66060704,0.78478706,0.4942165,0.24379778,1.0
0.5823372,0.50854695,0.0,0.2597569,0.44721222,0.6405216,0.75838566,0.48101783,0.0
0.39327392,0.4925723,0.0,0.65035444,0.70855,0.73308367,0.55719805,0.2731835,0.0
0.23868613,0.42401922,0.0,0.30893078,0.18665569,0.8038387,0.25848287,0.52342427,0.0
0.2117955,0.24024424,0.0,0.16032308,0.41542557,0.57632256,0.489555,0.36757463,0.0
0.33389124,0.59983134,0.0,0.5555663,0.40734538,0.70304114,0.31868657,0.16308749,0.0
0.3922082,0.58663774,0.0,0.29412135,0.31886113,0.5409458,0.59071195,0.5334232,0.0
0.06226574,0.15158105,0.0,0.19318931,0.19040944,0.48677814,0.3393663,0.30646616,1.0
0.16221498,0.2142263,0.0,0.15847868,0.46294537,0.43457064,0.29315114,0.3745578,0.0
0.17813735,0.46758896,0.0,0.71181357,0.61331356,0.9963637,0.17268585,0.38798332,1.0
0.2224435,0.19310191,0.0,0.17175153,0.35181662,0.242852,0.51476943,0.28102216,1.0
0.30803648,0.63917243,0.0,0.58050597,0.40673575,0.70740056,0.29299688,0.20711261,1.0
0.2795981,0.65246654,0.0,0.69274676,0.70797867,0.5573656,0.46903,0.37928438,0.0
0.08782743,0.6910399,0.0,0.87221897,0.3913825,0.979629,0.39513737,0.53374076,0.0
0.19218275,0.3398162,0.0,0.604021,0.5303435,0.51937026,0.22414285,0.14468145,1.0
0.719514,0.5255539,0.0,0.30722183,0.36707088,0.94287187,0.46356592,0.5304668,1.0
0.4143254,0.6044671,0.0,0.2667064,0.34928748,0.3802889,0.630811,0.49943936,0.0
0.36119023,0.6868515,0.0,0.7044074,0.33899558,0.8702345,0.45739517,0.30015916,1.0
0.17785217,0.36283082,0.0,0.19046295,0.32315594,0.36218974,0.639007,0.37699434,0.0
0.14211893,0.33453032,0.0,0.16959125,0.27254516,0.31111032,0.6116847,0.3329706,0.0
0.30938366,0.5337468,0.0,0.5872086,0.5635829,0.74056524,0.6581961,0.20265779,0.0
0.3412905,0.8710541,0.0,0.7144481,0.44923368,0.8149879,0.46989542,0.42130375,0.0
0.1261795,0.44776964,0.0,0.3701321,0.41991183,0.47538173,0.38703144,0.6317413,0.0
0.1749964,0.5166814,0.0,0.66168606,0.5010838,0.3866892,0.37818176,0.22911555,0.0
0.37856844,0.72923595,0.0,0.80973333,0.8326897,0.7469081,0.52561927,0.55006075,0.0
0.29567423,0.28182927,0.0,0.20347996,0.13871704,0.4639817,0.3405096,0.2968363,1.0
0.43521762,0.5540963,0.0,0.5645823,0.57210296,0.5186248,0.25652406,0.164186,0.0
0.25100422,0.341584,0.0,0.2528578,0.36285624,0.5160627,0.6772771,0.43384075,0.0
0.20139627,0.7391566,0.0,0.49538535,0.30154166,0.59016365,0.24076815,0.81912243,1.0
0.35929117,0.55041397,0.0,0.5966206,0.48435786,0.44653386,0.18309873,0.16959673,0.0
0.20239721,0.3261996,0.0,0.22598751,0.31552908,0.49637967,0.63866985,0.39990848,0.0
0.31755978,0.61035645,0.0,0.54873526,0.27282143,0.6176656,0.4675158,0.09518006,0.0
0.42876378,0.59654516,0.0,0.57198054,0.48790765,0.72214186,0.39797783,0.179687,1.0
0.41741022,0.5001994,0.0,0.60067624,0.7501095,0.69699526,0.5967174,0.23915485,0.0
0.24104871,0.15602365,0.0,0.19758154,0.45675692,0.24894905,0.36299235,0.3295731,0.0
0.31773657,0.3601143,0.0,0.18707268,0.47759673,0.65925056,0.7462567,0.43218955,0.0
0.35977948,0.55541676,0.0,0.70412946,0.7060402,0.7567029,0.52230203,0.35415986,0.0
0.41083673,0.44557112,0.0,0.64174104,0.7997577,0.530905,0.4254587,0.25436935,0.0
0.2777023,0.25081,0.0,0.112590216,0.2321921,0.23587841,0.20560792,0.22490686,0.0
0.27097318,0.26379386,0.0,0.17135468,0.22904398,0.41290632,0.17491588,0.3045822,1.0
0.25757062,0.1859276,0.0,0.32312474,0.3486306,0.5159912,0.4869335,0.42882222,0.0
0.571112,0.6179799,0.0,0.24738735,0.15195984,0.44927406,0.55030894,0.40150377,0.0
0.21713036,0.3162505,0.0,0.30993098,0.5289709,0.26646388,0.32562387,0.521297,0.0
0.3968965,0.44381863,0.0,0.6981692,0.2964578,0.6944547,0.31428778,0.15472382,1.0
0.24089752,0.3809262,0.0,0.21691364,0.39275473,0.4002194,0.68620956,0.4174493,1.0
0.3397191,0.37938195,0.0,0.42594782,0.550092,0.62116486,0.55095935,0.656266,0.0
0.05944687,0.76695925,0.0,0.7824775,0.56430227,0.6581051,0.1202146,1.2003635,0.0
0.035407,0.37293988,0.0,0.32512346,0.27890965,0.4844544,0.31933588,0.5408303,0.0
0.39540327,0.4366762,0.0,0.25972405,0.31695765,0.26730126,0.44723642,0.4120859,0.0
0.26798913,0.4820801,0.0,0.17379694,0.25812224,0.19668439,0.36570436,0.36590207,0.0
0.17116053,0.5294341,0.0,0.560293,0.4384416,0.7170972,0.5436581,0.17011929,0.0
0.28792757,0.54794836,0.0,0.42553088,0.37890622,0.5223451,0.1577369,0.6905724,0.0
0.32606,0.78115153,0.0,0.8030691,0.5744098,0.768715,0.116793185,0.5176718,0.0
0.28051114,0.61422026,0.0,0.77292556,0.65050215,0.67887145,0.442759,0.42498803,0.0
0.13296488,0.49266487,0.0,0.43126386,0.4335918,0.515215,0.3871209,0.70785856,0.0
0.21179333,0.50809366,0.0,0.20450544,0.3282824,0.2220009,0.8491478,0.4088747,0.0
0.24920511,0.36615756,0.0,0.12215323,0.18526788,0.43057677,0.33494645,0.29034105,1.0
0.5243915,0.66047645,0.0,0.6297,0.72093266,0.56349427,0.32870322,0.29534224,0.0
0.26738974,0.21171904,0.0,0.1989087,0.4404049,0.68076444,0.51855505,0.39588594,1.0
0.06086147,0.8186981,0.0,0.78996545,0.61639005,0.6175522,0.115875006,1.2405609,0.0
0.24886023,0.26877445,0.0,0.17284235,0.21112077,0.4121807,0.15586922,0.3074122,0.0
0.2882829,0.368218,0.0,0.13544829,0.22732891,0.52030915,0.36052385,0.31943148,0.0
0.14344253,0.06703737,0.0,0.20186952,0.28345132,0.08530482,0.2727157,0.2382276,0.0
0.20677607,0.25800717,0.0,0.24265318,0.4971935,0.2889698,0.32739624,0.4387219,0.0
0.52983016,0.6822316,0.0,0.6203396,0.55745983,1.2251285,0.6029893,0.315511,1.0
0.3340744,0.8711976,0.0,0.88484573,0.51047766,0.8301788,0.2605488,0.59508073,0.0
0.35850024,0.37208942,0.0,0.24657908,0.22789265,0.18014666,0.41587144,0.3404675,0.0
0.23422958,0.3814637,0.0,0.089770555,0.20921771,0.57981277,0.32218087,0.3061762,0.0
0.14169593,0.18890646,0.0,0.17839897,0.28732863,0.4292969,0.42810532,0.31213817,0.0
0.29859987,0.5380597,0.0,0.42652208,0.37823918,0.5291219,0.16717352,0.6844826,0.0
0.33921316,0.42939597,0.0,0.25333515,0.27640706,0.43540633,0.3849179,0.43029743,0.0
0.4857745,1.0255961,0.0,0.53095335,0.5170913,0.38345948,0.84176505,0.91519344,0.0
0.2551072,0.47591287,0.0,0.21242575,0.12140022,0.47043794,0.48508605,0.3803733,0.0
0.39504376,0.6188931,0.0,0.58349395,0.4702559,0.7201992,0.36733273,0.20100582,0.0
0.15003695,0.8018859,0.0,0.8715995,0.64529794,0.8096432,0.32219794,0.63590074,0.0
0.30980298,0.34202126,0.0,0.10704658,0.21130693,0.26178125,0.40350437,0.23563594,0.0
0.36246684,0.6491228,0.0,0.57582074,0.32088938,0.45159394,0.517149,0.11386909,0.0
0.40590367,0.49331433,0.0,0.6609984,0.57181144,0.501403,0.7381139,0.18492705,0.0
0.2559546,0.3814272,0.0,0.19466157,0.29518253,0.3615085,0.17233898,0.3925889,0.0
0.5586935,0.56118923,0.0,0.78360134,0.7565069,0.8609866,0.8246325,0.38763645,1.0
0.32646713,0.4718011,0.0,0.2480351,0.29515108,0.39593607,0.38503072,0.44773722,0.0
0.2900524,0.5405703,0.0,0.4941864,0.34122446,0.6740361,0.28890303,0.073928945,0.0
0.33852294,0.4580586,0.0,0.51316047,0.4361719,0.6437984,0.16306184,0.08076691,0.0
0.25396696,0.33736137,0.0,0.1871195,0.26284373,0.4216041,0.16673729,0.36540544,0.0
0.24463353,0.45732677,0.0,0.17157301,0.11481388,0.49465483,0.48205432,0.3434236,0.0
0.26811868,0.3307181,0.0,0.22457542,0.17315201,0.76369077,0.29333562,0.39838347,1.0
0.048200294,0.50113565,0.0,0.19528891,0.44084898,0.2842172,0.37982088,0.5150093,1.0
0.38018855,0.61921215,0.0,0.4235888,0.4017695,0.5720931,0.40163863,0.69783247,0.0
