0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
0.27142516,0.7221257,0.5180078,0.5026712,0.0,0.77452105,0.5819409,0.30676848,0.27609628,0.0,0.5723764,0.643723,0.37660328,0.25720483,0.21126226,0.44485983,0.0
0.21554162,0.48575804,0.30093312,0.2743348,0.0,0.25808808,0.4623877,0.3295735,0.26134455,0.0,0.7173563,0.3631775,0.3005333,0.1898789,0.16563983,0.37274942,0.0
0.5048884,1.0529681,0.15893707,0.2870832,0.0,0.736229,0.24594355,0.44646403,0.24984048,0.0,0.79338527,0.57800853,0.2767053,0.2565994,0.22589558,0.53661567,0.0
0.17451176,0.4877427,0.24090435,0.31181228,0.0,0.51357496,0.37770236,0.157144,0.21883033,0.0,0.24282229,0.3634137,0.27824658,0.1343678,0.14695308,0.252692,0.0
0.21852256,0.51375335,0.35312998,0.2934567,0.0,0.28978577,0.48473325,0.35119948,0.2838349,0.0,0.75726414,0.36584124,0.30875903,0.19289339,0.1647665,0.41525194,0.0
0.59745914,0.9463502,0.30287468,0.5289674,0.0,0.85674185,0.32183,0.4671249,0.33025095,0.0,0.8283214,0.5955752,0.28823137,0.3026476,0.36171237,0.77663726,0.0
0.5599835,0.9795605,0.27978617,0.2714701,0.0,0.73730636,0.21164781,0.29930073,0.41152146,0.0,0.7945906,0.71578956,0.22451535,0.2785859,0.13638708,0.6034584,0.0
0.53843,0.81236863,0.57499003,0.485694,0.0,0.9453331,0.31005862,0.5980066,0.43336573,0.0,1.2600414,0.53453976,0.25271446,0.32491833,0.17383818,0.85990477,0.0
0.5326599,0.78292114,0.26942205,0.4380922,0.0,0.7920863,0.20992559,0.50139827,0.25622147,0.0,0.57215554,0.43492004,0.16114761,0.2448785,0.27327493,0.7302978,0.0
0.4654159,0.7181007,0.3139376,0.36507723,0.0,0.37922117,0.14238068,0.650072,0.33700928,0.0,0.8316822,0.20752563,0.15317006,0.21445352,0.20751955,0.91589624,0.0
0.3582581,0.81661403,0.44590867,0.29572415,0.0,0.32627213,0.5112969,0.28231177,0.50106025,0.0,0.5922243,0.48993197,0.35946363,0.2701841,0.17721406,0.40876254,0.0
0.4941316,1.2168905,0.2674576,0.35778552,0.0,0.72793937,0.22356364,0.44930705,0.34308952,0.0,0.89676523,0.84186995,0.2729594,0.32388318,0.28112763,0.56337273,0.0
0.523463,0.8677155,0.33052248,0.33969355,0.0,0.53862745,0.28631574,0.61491007,0.38841107,0.0,1.1406907,0.48083398,0.24988954,0.26214576,0.23077004,0.8425539,0.0
0.46248958,0.89950293,0.3153768,0.30975395,0.0,0.67963636,0.26216176,0.5453396,0.2077723,0.0,1.1148361,0.590787,0.23715621,0.26162443,0.15839037,0.69192284,0.0
0.4997849,1.2624196,0.24899249,0.25025257,0.0,0.72244006,0.2965933,0.55798894,0.23508774,0.0,0.92820746,0.5443859,0.3256521,0.26985574,0.2061877,0.5488272,0.0
0.5046469,0.9592893,0.106317624,0.33028993,0.0,0.8140627,0.31249297,0.33495912,0.3624019,0.0,0.82627434,0.5437848,0.37028396,0.21137533,0.15564615,0.6867968,0.0
0.36223868,0.7101467,0.60468984,0.4883284,0.0,0.8984921,0.7098218,0.35184583,0.29359517,0.0,0.7269408,0.678719,0.35301873,0.21059021,0.21853437,0.43476707,0.0
0.10365979,0.54463595,0.2369184,0.30762184,0.0,0.26716024,0.4460664,0.31497586,0.24339074,0.0,0.72283125,0.45772973,0.29232705,0.1431463,0.25096694,0.36297154,0.0
0.3141508,0.7619448,0.79256195,0.5867033,0.0,0.5961909,0.6853181,0.61895,0.3345206,0.0,1.0445098,0.6017626,0.4030357,0.33008632,0.22744861,0.7615732,0.0
0.27638727,0.45833933,0.435852,0.45606893,0.0,0.50187594,0.46695763,0.4935516,0.12881787,0.0,0.7257097,0.44911402,0.2864887,0.3127793,0.2574073,0.3120376,0.0
0.37407705,0.6963711,0.1200452,0.1501995,0.0,0.56481075,0.22477588,0.5223663,0.13316792,0.0,0.9429329,0.326385,0.18961598,0.22226,0.23111852,0.6755809,0.0
0.15001768,0.44810295,0.19470845,0.1876429,0.0,0.30578595,0.39156684,0.2276507,0.118286654,0.0,0.6370815,0.39783874,0.27876747,0.1611915,0.10084981,0.16987905,0.0
0.14511983,0.54124016,0.2431146,0.29084733,0.0,0.47932765,0.33939055,0.11205646,0.25643426,0.0,0.26222453,0.45906827,0.26437363,0.13671952,0.1497577,0.21437477,0.0
0.258826,0.44072258,0.3295171,0.34554797,0.0,0.61025673,0.4820623,0.29070216,0.2355269,0.0,0.29752636,0.37667152,0.18965848,0.19369705,0.19817215,0.30096373,0.0
0.46290073,0.51213205,0.22679763,0.33644712,0.0,0.5571388,0.14534664,0.49156386,0.22162986,0.0,0.7625667,0.32391262,0.07863045,0.18972369,0.19263402,0.7697055,0.0
0.22837429,0.54873437,0.2920774,0.23740485,0.0,0.24308532,0.45056292,0.44781646,0.09361503,0.0,0.69076914,0.28485543,0.2773353,0.22460087,0.18629897,0.23773837,0.0
0.07603496,0.30351827,0.20641078,0.20093966,0.0,0.21070461,0.23369896,0.2724552,0.05705953,0.0,0.35155004,0.14568914,0.20164137,0.106244385,0.0592492,0.20266883,0.0
0.19510654,0.5506712,0.41889313,0.33586773,0.0,0.09045064,0.38323954,0.5497212,0.2548134,0.0,0.57919127,0.062294595,0.2746866,0.19827172,0.18066335,0.51361585,0.0
0.18669286,0.8464806,0.3390307,0.40788522,0.0,0.33686236,0.43404874,0.49765065,0.255844,0.0,0.39306527,0.19476232,0.41209406,0.20651424,0.24919187,0.4097556,0.0
0.5137311,1.0682025,0.24428089,0.30107898,0.0,0.7451194,0.29296035,0.4399492,0.30539063,0.0,0.8725416,0.4415525,0.30369437,0.20306018,0.25378293,0.6468713,0.0
0.53870916,0.9966041,0.24077679,0.32551438,0.0,0.662132,0.16417804,0.45218182,0.22488593,0.0,0.6861998,0.47507975,0.2649862,0.26009914,0.23331611,0.5724091,0.0
0.5105627,0.72046995,0.31458655,0.41577137,0.0,0.70019037,0.2542732,0.5142041,0.30691135,0.0,1.0463768,0.6220381,0.2127395,0.27650377,0.22185226,0.7965574,0.0
0.3226845,0.9325502,0.38542986,0.39643916,0.0,0.43607202,0.56196404,0.48013595,0.26446742,0.0,0.6180902,0.46973446,0.43109745,0.31021163,0.28846532,0.32739058,0.0
0.5455085,0.7932032,0.28690162,0.5007254,0.0,0.5441083,0.19425356,0.68007,0.20667349,0.0,0.9339939,0.5119407,0.20297647,0.3698364,0.30386394,0.774319,0.0
0.47613236,1.2442896,0.37054515,0.4255062,0.0,0.9360554,0.5327375,0.70581037,0.21759315,0.0,1.5751059,0.654917,0.37052035,0.33463758,0.30987558,0.71845657,0.0
0.12942553,0.648324,0.31998256,0.33405232,0.0,0.22620928,0.4084018,0.4457956,0.17301568,0.0,0.6921375,0.24593434,0.282176,0.21543862,0.22047928,0.33325177,0.0
0.50569725,0.98212147,0.22582288,0.24587691,0.0,0.41406444,0.25982845,0.6332496,0.2810428,0.0,1.129102,0.42765987,0.25463027,0.27310666,0.21835919,0.6966955,0.0
0.30762282,0.55947745,0.4109064,0.51888096,0.0,0.41819382,0.5103123,0.4773418,0.15032956,0.0,0.7612712,0.5935587,0.3376613,0.3637705,0.2804776,0.40471756,0.0
0.43471208,0.67346984,0.19610229,0.24760035,0.0,0.5950111,0.17117068,0.60850555,0.039501,0.0,0.8612774,0.43337855,0.17166314,0.3892098,0.29806137,0.6585347,0.0
0.6050974,0.90652776,0.4101228,0.5322378,0.0,0.55261207,0.32556972,0.7049576,0.288287,0.0,1.0972757,0.64541984,0.17407773,0.39915264,0.3593356,0.9183097,0.0
0.47222137,0.84174055,0.19917437,0.34380528,0.0,0.7359874,0.1837933,0.39395344,0.32080176,0.0,0.6137664,0.45491117,0.20188521,0.19321339,0.20445578,0.6870937,0.0
0.41589424,0.86744237,0.23093061,0.26348898,0.0,0.84654313,0.22089405,0.3081047,0.25438944,0.0,0.66769326,0.35492226,0.10628942,0.3560502,0.25988135,0.6575837,0.0
0.23363234,0.6644422,0.3532434,0.27407676,0.0,0.23540118,0.48693335,0.45966658,0.23120785,0.0,0.82335865,0.34823316,0.35117275,0.24070472,0.18810141,0.3375184,0.0
0.5703351,1.0755659,0.15226977,0.2281923,0.0,0.68467444,0.26587674,0.5062762,0.15923841,0.0,0.783313,0.3777639,0.17134644,0.10403429,0.14706762,0.35774013,0.0
0.5066275,0.8304763,0.31004733,0.33345687,0.0,0.4107435,0.2205979,0.56369334,0.39952317,0.0,1.0164988,0.4177432,0.14074554,0.19341105,0.20899202,0.83084494,0.0
0.17878303,0.27587536,0.3098529,0.36311406,0.0,0.3010638,0.3837018,0.26191062,0.2596667,0.0,0.5123962,0.2833893,0.21403709,0.16220334,0.15598002,0.45163345,0.0
0.49614128,0.62500906,0.280899,0.4115132,0.0,0.5151012,0.19341972,0.5283811,0.36795518,0.0,0.8841902,0.39923242,0.15178181,0.23184791,0.22855252,0.90618926,0.0
0.15811396,0.4788458,0.22414328,0.2774507,0.0,0.503836,0.36790344,0.1330925,0.21895018,0.0,0.2342212,0.3424959,0.27307057,0.11210808,0.12709711,0.23383969,0.0
0.3239512,0.4858143,0.3851942,0.3040385,0.0,0.3708677,0.6058718,0.3815966,0.27653292,0.0,0.8685505,0.4005457,0.26493537,0.17194462,0.20012218,0.38972217,0.0
0.31393212,1.0907903,0.31143877,0.2858413,0.0,0.6114915,0.6073123,0.37107876,0.29272512,0.0,0.35436156,0.31293944,0.48737127,0.20714468,0.23706132,0.23048216,0.0
0.4047674,0.58634514,0.5870396,0.3488599,0.0,0.30452743,0.61337054,0.39982525,0.29958403,0.0,0.9685443,0.49383256,0.39813644,0.36918926,0.32536066,0.59455025,0.0
0.19807486,0.57804614,0.44305193,0.34109336,0.0,0.49069342,0.49091464,0.38173646,0.15860304,0.0,0.8047487,0.52142787,0.34042165,0.23152712,0.13319679,0.342651,0.0
0.25167808,0.73792535,0.5194906,0.4732685,0.0,0.75794864,0.5979606,0.27465537,0.28842336,0.0,0.5799648,0.60635215,0.36164618,0.23050687,0.18504438,0.47413266,0.0
0.485517,0.92624193,0.35706142,0.51028776,0.0,0.7443744,0.3423346,0.6587958,0.3114504,0.0,1.2000663,0.43835905,0.22870542,0.32283986,0.31380457,0.8446112,0.0
0.30164742,0.5980883,0.5528452,0.51892644,0.0,0.5281885,0.52778053,0.5533834,0.23558521,0.0,0.8751869,0.59935606,0.39542738,0.34199223,0.25940332,0.45539597,0.0
0.19495538,0.57877487,0.27443793,0.28395528,0.0,0.59564894,0.4653385,0.13503078,0.26096773,0.0,0.41698107,0.48696932,0.32518125,0.14015059,0.14002848,0.24858987,0.0
0.2653692,0.31422004,0.3911364,0.4761067,0.0,0.33093154,0.38619176,0.257933,0.2232255,0.0,0.55428195,0.3417348,0.23280717,0.2538905,0.22574173,0.44567254,0.0
0.5502084,1.2252848,0.4506203,0.391066,0.0,1.0250034,0.4573505,0.6153521,0.25266135,0.0,1.0885419,0.75263226,0.3460337,0.42004135,0.3254027,0.7684021,0.0
0.19592482,0.4828705,0.29444513,0.25811872,0.0,0.3065734,0.44161135,0.31695506,0.21931703,0.0,0.7119211,0.39093265,0.3062718,0.1865167,0.14597793,0.30842036,0.0
0.36611447,1.0754106,0.7742615,0.6354608,0.0,0.5568901,0.5100378,0.93519574,0.3125343,0.0,0.6727178,0.3416035,0.53481454,0.42045498,0.37444884,0.51019174,0.0
0.16158971,0.9437671,0.29298937,0.29772854,0.0,0.5579177,0.54193735,0.3842676,0.24024242,0.0,0.6130322,0.34394103,0.36256817,0.23197135,0.19179656,0.19970335,0.0
0.5084117,1.0742854,0.22877459,0.28316516,0.0,0.74298584,0.27173436,0.4791586,0.33122835,0.0,0.85335106,0.54022783,0.29311585,0.23531601,0.22041072,0.6145352,0.0
0.14897086,0.6177043,0.28107396,0.20757023,0.0,0.40940607,0.35905328,0.22905603,0.21219197,0.0,0.28781703,0.27420855,0.24127881,0.11491799,0.14859465,0.18937705,0.0
0.51354015,0.81325006,0.273322,0.18159589,0.0,0.41752744,0.26776603,0.6838084,0.22323555,0.0,1.0122528,0.18314639,0.13437532,0.19750607,0.21403627,0.72833765,0.0
0.18535252,0.6376406,0.3353193,0.47230244,0.0,0.6346028,0.43082502,0.14857097,0.27216938,0.0,0.42052108,0.37978417,0.3561787,0.20032415,0.22416118,0.3182202,0.0
0.29383844,0.6844839,0.40020925,0.30002934,0.0,0.46413657,0.469509,0.28709707,0.20578921,0.0,0.4077654,0.45845369,0.22297692,0.24424365,0.2119145,0.2437203,0.0
0.46329373,0.886232,0.13358977,0.25576383,0.0,0.7834491,0.22320497,0.30346677,0.30995154,0.0,0.7185696,0.5570282,0.22671257,0.17663348,0.17501901,0.57543397,0.0
0.28982493,0.87723345,0.5412496,0.4454899,0.0,0.63312554,0.6179358,0.4144071,0.3272202,0.0,0.66510534,0.53735536,0.41470328,0.25885737,0.22446282,0.48447585,0.0
0.31083646,0.64450866,0.3899249,0.5261137,0.0,0.6484177,0.54120153,0.29710463,0.27434358,0.0,0.47941977,0.61336726,0.3539599,0.29426625,0.28203145,0.3982098,0.0
0.29601848,0.57631594,0.4589601,0.45793146,0.0,0.3440102,0.54942274,0.46786484,0.28511408,0.0,0.8138205,0.4718817,0.33752805,0.29466385,0.24771422,0.536712,0.0
0.19715704,0.28684682,0.26408198,0.44753262,0.0,0.38681933,0.34157604,0.3204359,0.15015912,0.0,0.45485705,0.5083425,0.2005973,0.2893447,0.17353648,0.31331527,0.0
0.3607026,0.733379,0.9053504,0.86907554,0.0,0.90761185,0.59371555,0.7402024,0.5367132,0.0,1.2608082,0.35949722,0.45871347,0.48144713,0.48269847,0.5651453,0.0
0.28113753,0.9663672,0.43855768,0.34382865,0.0,0.49751356,0.5736165,0.4579224,0.26388276,0.0,0.6610224,0.46432528,0.43808424,0.26427382,0.22550598,0.33094728,0.0
0.48318925,0.928612,0.1296815,0.29772094,0.0,0.5283935,0.29177994,0.5709192,0.4160057,0.0,1.1297015,0.57464015,0.29626358,0.32532543,0.09589964,0.7576017,0.0
0.30992845,0.7621815,0.30096102,0.27485415,0.0,0.5516086,0.6111587,0.3303453,0.3605954,0.0,0.6034857,0.5694677,0.2585596,0.22910984,0.15552713,0.22849563,0.0
0.302114,0.39069077,0.30418828,0.6101057,0.0,0.30264986,0.50000715,0.3845547,0.3797223,0.0,0.6412333,0.2895139,0.44075862,0.2359013,0.1630747,0.6765752,0.0
0.50289905,0.91721606,0.31599778,0.45691556,0.0,0.5131319,0.23301628,0.6189675,0.31866392,0.0,1.0452442,0.54148406,0.25428107,0.3300739,0.24051178,0.8657199,0.0
0.10113709,0.21189137,0.26796335,0.36475563,0.0,0.31522915,0.2805658,0.21601081,0.15183936,0.0,0.34904468,0.15055954,0.1441667,0.14411125,0.11692701,0.36029205,0.0
0.3096491,0.6280845,0.36301237,0.53281987,0.0,0.6613186,0.5186577,0.29208556,0.25090417,0.0,0.46164277,0.6231498,0.35207155,0.30839258,0.29178676,0.34468725,0.0
