0,1,2,3,label
1.7346711,2.387723,0.0,2.0326595,0.0
2.08514,2.9173455,0.0,2.4987805,1.0
3.7670324,1.2639705,0.0,3.5926297,0.0
2.7313457,0.7688069,0.0,3.1259778,0.0
2.4715748,0.27255052,0.0,2.7772896,0.0
1.819925,2.717321,0.0,2.1565847,0.0
1.7438247,2.3992214,0.0,2.043101,0.0
3.788517,1.7573569,0.0,4.4793353,1.0
0.8903992,1.3174568,0.0,0.9355578,0.0
3.203027,3.120611,0.0,3.0320258,1.0
3.5217087,0.84512335,0.0,3.2555182,0.0
3.956245,1.2347909,0.0,3.818377,0.0
2.45103,2.292981,0.0,2.0702012,0.0
3.8247526,1.2845517,0.0,3.6573424,0.0
2.8512397,0.63392675,0.0,3.2645516,1.0
2.4908578,2.4192307,0.0,2.1199992,0.0
1.240437,2.1104898,0.0,1.4166955,0.0
2.6757529,0.5181928,0.0,3.0310822,1.0
2.9789433,0.3176387,0.0,2.5602603,0.0
1.8010088,2.052608,0.0,1.2492608,0.0
3.1469314,1.2746915,0.0,3.6512403,0.0
4.131931,1.6177361,0.0,4.0613127,0.0
2.5743792,2.7510574,0.0,2.2429059,0.0
0.7965597,1.3092425,0.0,0.807129,0.0
1.2252527,1.6200265,0.0,1.3638698,1.0
3.6330194,1.1292486,0.0,3.4214902,0.0
3.6547818,0.9422871,0.0,3.4279058,0.0
1.7480718,2.3241248,0.0,2.0533252,0.0
3.4530585,1.4517788,0.0,4.05381,1.0
4.1585407,1.8756627,0.0,4.1106243,0.0
2.6335118,2.6953466,0.0,2.3258693,0.0
3.8987434,1.6226505,0.0,3.7765226,0.0
2.4458494,2.3961563,0.0,2.0573492,1.0
3.838368,1.1270764,0.0,3.6661525,0.0
3.0229557,0.77858937,0.0,3.4772854,0.0
1.8682241,2.5097363,0.0,2.2057862,0.0
1.7264879,2.3774827,0.0,2.0122418,0.0
1.4031179,1.9756116,0.0,1.6100857,0.0
2.3061981,2.7695909,0.0,1.9132733,0.0
3.9266374,1.4318215,0.0,3.7971401,0.0
2.213959,2.3309429,0.0,1.7880393,0.0
3.2957535,0.6136101,0.0,2.9696062,0.0
2.9606767,0.74750507,0.0,3.4025269,1.0
2.4959192,0.5684761,0.0,2.820137,0.0
2.5144525,0.59119314,0.0,2.8439171,1.0
2.2115479,2.3283677,0.0,1.7835832,0.0
4.1983724,1.4751245,0.0,4.1261344,1.0
2.9593232,0.9668093,0.0,3.4171984,0.0
4.5328403,2.0041223,0.0,4.571539,0.0
3.3178718,1.0663329,0.0,3.8596668,1.0
1.7838873,2.3467822,0.0,2.1028757,0.0
2.6750753,0.46507877,0.0,3.039978,0.0
2.0849586,2.2080033,0.0,1.6230865,0.0
2.3378158,0.15802273,0.0,2.6020641,0.0
1.83484,1.7668214,0.0,1.2820373,0.0
1.5480984,2.3962274,0.0,1.8117585,0.0
1.0429965,1.6506546,0.0,1.1519591,0.0
1.0480857,2.0292497,0.0,1.1627461,0.0
2.3589997,0.71385765,0.0,2.6578157,0.0
3.7286243,1.2679802,0.0,3.5400062,0.0
3.7194784,1.2855723,0.0,3.5267794,0.0
3.4412813,0.96880305,0.0,3.1734872,0.0
2.2261965,3.1549318,0.0,2.6718435,0.0
2.8951213,1.0576476,0.0,3.3243818,0.0
2.4740183,2.3491588,0.0,2.1018605,0.0
1.4872404,2.4162219,0.0,1.7271956,0.0
2.877055,0.6398314,0.0,3.2939026,0.0
2.6960704,2.8477423,0.0,2.402058,1.0
3.1163266,1.5122007,0.0,3.62554,0.0
2.5576158,2.7498777,0.0,2.2214787,0.0
3.6724427,1.644221,0.0,4.331431,0.0
1.9669664,2.6253016,0.0,2.3310149,0.0
3.8062022,1.3052751,0.0,3.6424975,0.0
2.9390702,1.2362653,0.0,3.4028125,0.0
1.964761,2.5355048,0.0,2.333431,1.0
1.619947,2.0270796,0.0,1.8706963,0.0
3.1901755,3.0275846,0.0,3.0211477,1.0
1.3021234,1.9667095,0.0,1.4783128,1.0
3.7932243,1.2795237,0.0,3.6263382,1.0
2.0876157,2.22947,0.0,1.6213082,0.0
3.211773,3.4489205,0.0,3.0815258,0.0
2.2761164,2.137048,0.0,1.8512309,1.0
4.9262,0.49984926,0.0,5.812602,1.0
2.5596085,0.8784734,0.0,2.915969,0.0
4.154828,1.8784732,0.0,4.1032825,1.0
1.5086213,2.376774,0.0,1.7599719,0.0
1.4461383,2.3017805,0.0,1.6806993,0.0
2.664171,3.0492148,0.0,2.3776186,0.0
3.8814127,1.5988759,0.0,3.7534778,0.0
1.6194665,2.2178216,0.0,1.8842217,0.0
1.9283377,2.018191,0.0,1.4222031,0.0
2.3717139,2.5500045,0.0,1.9813687,0.0
3.0489388,1.0648686,0.0,3.533093,1.0
3.3024783,0.63097984,0.0,2.9776547,0.0
1.8248442,2.7200973,0.0,2.1619856,0.0
2.9478195,0.9287889,0.0,3.406725,1.0
3.207981,0.49297076,0.0,2.858359,0.0
1.8206211,2.6919787,0.0,2.1588993,0.0
3.7133226,1.431502,0.0,3.5399468,0.0
3.7931647,1.3397279,0.0,3.6229336,1.0
2.451743,2.6639588,0.0,2.085839,0.0
1.2506047,1.6933329,0.0,1.3953162,0.0
2.0487819,2.9840858,0.0,2.4476635,0.0
2.5783253,2.7508187,0.0,2.2482312,0.0
2.067345,2.0461311,0.0,1.5765594,0.0
2.4906657,0.2893619,0.0,2.8024118,0.0
2.8698232,0.6529349,0.0,3.2877476,1.0
1.8968155,2.5478978,0.0,2.23748,0.0
3.6750276,0.0,0.0,4.9218087,0.0
1.1558648,1.5812904,0.0,1.2726886,0.0
3.940119,1.4435182,0.0,3.8123143,1.0
1.530591,2.4339724,0.0,1.7853796,1.0
1.8912007,2.5880842,0.0,2.2263217,0.0
1.7481008,2.0598922,0.0,2.0277867,0.0
1.7853756,2.3395898,0.0,2.100115,0.0
2.4117892,0.48888856,0.0,2.712503,0.0
2.2779806,0.30688167,0.0,2.544629,0.0
2.7031066,3.0199766,0.0,2.4317338,0.0
2.8533893,0.630679,0.0,3.2616653,0.0
3.7287743,0.98014593,0.0,3.52341,0.0
2.409054,2.5316088,0.0,2.0325491,0.0
1.6830168,2.2748642,0.0,1.9633976,0.0
1.1349585,2.2640195,0.0,1.295377,0.0
2.8974066,0.9068028,0.0,3.3399925,1.0
3.2434578,0.61625695,0.0,2.8981993,0.0
2.1871848,2.8604915,0.0,2.6118035,1.0
1.5966251,1.8993055,0.0,1.8335328,0.0
2.8748527,0.64584273,0.0,3.2948565,0.0
