0,1,2,3,4,5,6,7,label
0.22571088,0.36624444,0.18325433,0.90333927,0.07110812,0.0,0.35376725,0.265342,0.0
0.38790327,0.4145236,0.36883822,1.0004016,0.03522799,0.0,0.33291513,0.21248528,1.0
0.29148883,1.1061656,1.2733566,0.3771015,0.5536128,0.0,0.3992928,0.656517,0.0
0.30048734,0.32914144,0.24679148,0.890783,0.3659635,0.0,0.48135048,0.25664237,0.0
0.26014894,0.26770487,0.07890395,0.6649443,0.38919193,0.0,0.32961878,0.25903514,0.0
0.23669332,0.3583487,0.3403269,1.0834957,0.05460102,0.0,0.3848931,0.22988981,0.0
0.24279416,0.3650124,0.18620813,0.93541116,0.068343684,0.0,0.35205165,0.28535137,0.0
0.5284089,0.7534079,0.24051508,1.0167477,0.3190237,0.0,0.41767204,0.28495374,1.0
0.13712806,0.071180664,0.088855535,0.6127416,0.11661128,0.0,0.27184096,0.31220967,0.0
0.3016497,1.5327445,1.2964196,0.5223484,0.27362892,0.0,0.4037368,1.0086956,1.0
0.27610922,1.1678342,1.2525125,0.5173675,0.5825381,0.0,0.37464818,0.9407726,0.0
0.3055448,1.2825307,1.2048581,0.29009405,0.568252,0.0,0.52771795,0.79886335,0.0
0.3492597,1.1052413,1.299707,0.17466843,0.28248578,0.0,0.27683622,0.8805023,0.0
0.48564047,1.134082,1.454934,0.4166467,0.5442837,0.0,0.3599292,0.816721,0.0
0.31573042,0.41233122,0.054305665,0.70021677,0.37333527,0.0,0.35502082,0.2503976,1.0
0.2117182,1.2363065,1.3427395,0.3258282,0.30321494,0.0,0.32962018,0.9630346,0.0
0.20444393,0.112353615,0.41513652,0.8896416,0.0775385,0.0,0.4033211,0.20933244,0.0
0.30618423,0.4764952,0.19721127,0.98833144,0.38880554,0.0,0.2885779,0.48092976,1.0
0.17540717,0.958113,1.2739484,0.35010418,0.60856557,0.0,0.2650388,0.8805585,0.0
0.0,1.0400254,1.6036305,0.3963677,0.3416947,0.0,0.30109408,0.9414298,0.0
0.2699514,0.56130844,0.2020145,1.2940925,0.35267282,0.0,0.5838761,0.4080378,0.0
0.385246,1.2509718,1.3189104,0.502354,0.53659785,0.0,0.63576055,0.7597921,0.0
0.16164927,1.2475666,1.4829998,0.43894705,0.294655,0.0,0.35007367,0.8733241,0.0
0.09365992,0.15321216,0.18639517,0.9671347,0.12856466,0.0,0.3220649,0.5479462,0.0
0.22964077,0.26767015,0.16995093,0.68359715,0.10858708,0.0,0.19330873,0.38578123,1.0
0.29638118,1.0497745,1.2960731,0.32621667,0.55757606,0.0,0.3559164,0.65312284,0.0
0.26611358,1.1634014,1.1372288,0.36334002,0.57318884,0.0,0.2540913,0.77409583,0.0
0.33024904,0.314624,0.21701524,0.71776325,0.06307745,0.0,0.34127775,0.20974356,0.0
0.39098555,0.5864533,0.18210307,0.9220821,0.33611438,0.0,0.6030707,0.21445605,1.0
0.36062145,1.2029476,1.4264312,0.5175378,0.5251653,0.0,0.45834124,0.5930502,0.0
0.32340786,1.0474494,1.3170506,0.22967562,0.25811106,0.0,0.33784962,0.6863273,0.0
0.33869144,1.1161227,1.4746542,0.4619777,0.5370838,0.0,0.4059245,0.605659,0.0
0.26990095,1.2843426,1.5002141,0.4125313,0.30937618,0.0,0.3738878,1.1216254,1.0
0.2604108,1.2400337,1.1576205,0.27059102,0.57366484,0.0,0.3483507,0.74223024,0.0
0.52680665,0.48198107,0.1684415,0.87643355,0.35158718,0.0,0.25254962,0.42434993,0.0
0.24661446,0.4119397,0.1833255,0.8923596,0.06646445,0.0,0.40918127,0.25917578,0.0
0.4641006,0.35970324,0.35616302,1.2000728,0.05106669,0.0,0.37955558,0.56075263,0.0
0.35179928,0.2391058,0.35109833,0.7541879,0.07866204,0.0,0.26259074,0.32613704,0.0
0.07435833,1.1711951,1.7185222,0.6280342,0.30397183,0.0,0.4107035,0.89755887,0.0
0.30226976,1.1922635,1.3139699,0.37366053,0.552944,0.0,0.4662101,0.6802984,0.0
0.13262115,0.9455747,1.2796273,0.16651893,0.2892089,0.0,0.12885809,0.6081008,0.0
0.18976851,1.0531607,1.2268236,0.25969115,0.5977739,0.0,0.34426782,0.79927707,0.0
0.41134837,0.46568602,0.117796965,0.8489156,0.36247197,0.0,0.42089614,0.37590283,1.0
0.2725068,0.2947421,0.30801192,0.9963068,0.3786846,0.0,0.38842288,0.34722692,0.0
0.25387567,0.29212192,0.27762428,0.9789332,0.37799716,0.0,0.38052413,0.3155807,1.0
0.18857855,0.9521144,1.3475392,0.3528093,0.28382894,0.0,0.40154335,0.7703719,0.0
0.31597042,1.3931789,1.1244433,0.41380182,0.55588806,0.0,0.3553837,0.78031164,1.0
0.39365646,0.38342172,0.22649294,0.8720084,0.348949,0.0,0.3774972,0.22953686,0.0
0.4289801,1.4048225,1.2198684,0.5517132,0.5170579,0.0,0.3534999,0.6802543,0.0
0.44027275,0.6155848,0.073584914,0.7993386,0.3514491,0.0,0.2808266,0.29913658,1.0
0.29144943,0.2967594,0.15075187,0.58653146,0.06299351,0.0,0.32523772,0.09535875,0.0
0.28658357,0.32493734,0.053884722,0.6740586,0.3791095,0.0,0.43790162,0.24952525,0.0
0.10718362,0.90779954,1.3154874,0.12240214,0.2979424,0.0,0.17528915,0.6186015,0.0
0.2590915,0.2749367,0.14222679,0.7594287,0.39766276,0.0,0.20614734,0.342441,0.0
0.07466195,0.9289552,1.2529588,0.15815501,0.3255784,0.0,0.1995866,0.82671255,0.0
0.24843514,0.23348251,0.379423,0.8655787,0.06507078,0.0,0.27271482,0.15483621,0.0
0.16247381,0.00675206,0.17065957,0.5148833,0.09378961,0.0,0.2669357,0.08989299,0.0
0.08988918,0.100473486,0.3894268,1.1692641,0.08882724,0.0,0.34309128,0.31978342,0.0
0.2049048,0.20433843,0.44187516,1.1922922,0.37328306,0.0,0.40822044,0.30413076,0.0
0.2488176,1.1824623,1.3719233,0.39818054,0.5695209,0.0,0.3360904,0.7212355,0.0
0.21871011,1.2305439,1.4172343,0.44488475,0.57758033,0.0,0.33788663,0.76918006,0.0
0.23999506,1.0186404,1.3487959,0.387873,0.57219344,0.0,0.41922945,0.7211579,0.0
0.28653353,0.59299827,0.37064177,1.3409086,0.042511,0.0,0.33968914,0.3543385,0.0
0.23159564,0.49825174,0.22789583,1.3443415,0.36480406,0.0,0.4143161,0.44269937,0.0
0.2542404,1.1181499,1.219112,0.2683396,0.28656775,0.0,0.3402883,0.8620545,0.0
0.19139782,0.2942459,0.4199646,1.1510766,0.07379018,0.0,0.286796,0.3159673,0.0
0.44565684,0.3891196,0.10994158,0.7758692,0.359451,0.0,0.3507326,0.3421418,0.0
0.18164143,1.2547408,1.434233,0.4034876,0.28497463,0.0,0.44029394,0.82978004,1.0
0.24349934,0.53636616,0.36866432,1.4889225,0.34512368,0.0,0.49787763,0.3751291,0.0
0.13342263,1.2639962,1.4877746,0.46994048,0.29872844,0.0,0.35875165,0.8884468,0.0
0.5201566,0.68792003,0.23833853,0.99334884,0.3213844,0.0,0.44996628,0.28101012,0.0
