0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
0.1901942,0.0,0.08076698,0.6354272,0.42274314,0.0,0.20198403,0.83733666,0.0,0.69378257,0.0,0.34596327,0.47373125,0.37341702,0.26106128,0.17218153,0.0
0.5250321,0.0,0.20006321,0.97142804,0.6327675,0.0,0.9606762,0.7060769,0.0,0.37833583,0.0,0.264686,0.5556775,0.27000833,0.23501936,0.16971014,0.0
0.38465595,0.0,0.35927343,0.37379918,0.37186038,0.0,0.67558575,0.6874274,0.0,0.62702894,0.0,0.5048591,0.37901473,0.4500838,0.31895658,0.6157812,0.0
0.8570826,0.0,0.8974687,0.97410554,0.7531173,0.0,1.0339758,0.71573853,0.0,0.47242725,0.0,0.58654654,0.8041947,0.26148665,0.38455343,0.4833987,0.0
0.37395686,0.0,0.5442068,0.27443683,0.25619557,0.0,0.44357625,0.4477367,0.0,0.4100571,0.0,0.41727892,0.5672161,0.3953125,0.4473766,0.38106653,0.0
0.34249496,0.0,0.28380108,0.38763118,0.35260525,0.0,0.47723994,0.8015488,0.0,0.532004,0.0,0.4424153,0.41340193,0.36349738,0.24445298,0.40697852,0.0
0.76889247,0.0,0.46501485,1.0154229,0.63995236,0.0,1.284361,0.9601679,0.0,0.4938617,0.0,0.7334105,0.8158616,0.24547759,0.20331633,0.6010113,0.0
0.18856336,0.0,0.57014287,0.5482044,0.29257146,0.0,0.6550009,0.6437621,0.0,0.65904695,0.0,0.6963438,0.6178507,0.46870905,0.5378691,0.44695547,0.0
0.7626778,0.0,0.64643246,0.8217147,0.50169724,0.0,0.9647511,0.39857525,0.0,0.27546996,0.0,0.43875661,0.71482736,0.16350567,0.41009787,0.36107314,0.0
0.65069175,0.0,0.5700138,0.97340894,0.64814895,0.0,0.9028904,0.75576985,0.0,0.5246435,0.0,0.34001958,0.599819,0.21410662,0.08785103,0.2618962,0.0
0.74992776,0.0,0.71213794,0.7972151,0.45801455,0.0,1.1123946,0.52211124,0.0,0.23335136,0.0,0.52109313,0.904898,0.24738497,0.32772195,0.4093761,0.0
